"","observ","barrio","calle","altura","institu1","institu3","distanci","edpub","estserv","banco","totrob","mes","totrob2","category","month","month.label"
"7102",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0.25,5,0.25,2,5,"May"
"7103",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0,6,0,2,6,"June"
"7104",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7105",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0,8,0,2,9,"August"
"7106",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0,9,0,2,10,"September"
"7107",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0.25,10,0.25,2,11,"October"
"7108",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0,11,0,2,12,"November"
"7109",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0,12,0,2,13,"December"
"7110",711,"V. Crespo","Luis Maria Drago","a200",0,1,1,0,0,0,0.25,73,0.25,2,8,"July (18-31)"
"7111",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,4,0,3,4,"April"
"7112",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0.75,5,0.75,3,5,"May"
"7113",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,6,0,3,6,"June"
"7114",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7115",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,8,0,3,9,"August"
"7116",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,9,0,3,10,"September"
"7117",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,10,0,3,11,"October"
"7118",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,11,0,3,12,"November"
"7119",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,12,0,3,13,"December"
"7120",712,"V. Crespo","Luis Maria Drago","a300",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7121",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0.25,4,0.25,4,4,"April"
"7122",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0.5,5,0.5,4,5,"May"
"7123",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,6,0,4,6,"June"
"7124",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"7125",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,1,8,1,4,9,"August"
"7126",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,9,0,4,10,"September"
"7127",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,10,0,4,11,"October"
"7128",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,11,0,4,12,"November"
"7129",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,12,0,4,13,"December"
"7130",713,"V. Crespo","Luis Maria Drago","a400",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"7131",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,4,0,3,4,"April"
"7132",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,5,0,3,5,"May"
"7133",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,6,0,3,6,"June"
"7134",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7135",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,8,0,3,9,"August"
"7136",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,9,0,3,10,"September"
"7137",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,10,0,3,11,"October"
"7138",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,11,0,3,12,"November"
"7139",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,0,12,0,3,13,"December"
"7140",714,"V. Crespo","Warnes","a0-100",0,0,2,0,0,0,1,73,2,3,8,"July (18-31)"
"7141",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,4,0,3,4,"April"
"7142",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,5,0,3,5,"May"
"7143",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,6,0,3,6,"June"
"7144",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7145",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,8,0,3,9,"August"
"7146",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,1,9,1,3,10,"September"
"7147",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,10,0,3,11,"October"
"7148",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,11,0,3,12,"November"
"7149",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,12,0,3,13,"December"
"7150",715,"V. Crespo","Warnes","a100",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7151",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,4,0,3,4,"April"
"7152",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,1,5,1,3,5,"May"
"7153",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,6,0,3,6,"June"
"7154",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,7,0,3,7,"July (1-17)"
"7155",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,8,0,3,9,"August"
"7156",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,9,0,3,10,"September"
"7157",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0.25,10,0.25,3,11,"October"
"7158",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,11,0,3,12,"November"
"7159",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,12,0,3,13,"December"
"7160",716,"V. Crespo","Warnes","a200",0,0,2,0,1,0,0,73,0,3,8,"July (18-31)"
"7161",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,4,0,3,4,"April"
"7162",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,5,0,3,5,"May"
"7163",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,6,0,3,6,"June"
"7164",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7165",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,8,0,3,9,"August"
"7166",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0.25,9,0.25,3,10,"September"
"7167",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0.25,10,0.25,3,11,"October"
"7168",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,11,0,3,12,"November"
"7169",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0.25,12,0.25,3,13,"December"
"7170",717,"V. Crespo","Warnes","a300",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7171",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,4,0,3,4,"April"
"7172",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,5,0,3,5,"May"
"7173",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,6,0,3,6,"June"
"7174",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7175",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,8,0,3,9,"August"
"7176",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0.25,9,0.25,3,10,"September"
"7177",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,10,0,3,11,"October"
"7178",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,11,0,3,12,"November"
"7179",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0.25,12,0.25,3,13,"December"
"7180",718,"V. Crespo","Warnes","a400",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7181",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,4,0,3,4,"April"
"7182",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,5,0,3,5,"May"
"7183",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,6,0,3,6,"June"
"7184",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7185",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,8,0,3,9,"August"
"7186",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,9,0,3,10,"September"
"7187",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,10,0,3,11,"October"
"7188",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,11,0,3,12,"November"
"7189",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,12,0,3,13,"December"
"7190",719,"V. Crespo","Warnes","a500",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7191",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,4,0,3,4,"April"
"7192",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,5,0,3,5,"May"
"7193",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,6,0,3,6,"June"
"7194",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7195",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,8,0,3,9,"August"
"7196",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,9,0,3,10,"September"
"7197",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,10,0,3,11,"October"
"7198",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,11,0,3,12,"November"
"7199",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,12,0,3,13,"December"
"7200",720,"V. Crespo","Warnes","a600",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7201",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,4,0,2,4,"April"
"7202",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,5,0,2,5,"May"
"7203",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,6,0,2,6,"June"
"7204",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7205",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,8,0,2,9,"August"
"7206",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,9,0,2,10,"September"
"7207",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,10,0,2,11,"October"
"7208",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,11,0,2,12,"November"
"7209",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,12,0,2,13,"December"
"7210",721,"V. Crespo","Warnes","a700",0,1,1,0,0,0,0,73,0,2,8,"July (18-31)"
"7211",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0.25,4,0.25,2,4,"April"
"7212",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,5,0,2,5,"May"
"7213",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,6,0,2,6,"June"
"7214",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7215",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,8,0,2,9,"August"
"7216",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,9,0,2,10,"September"
"7217",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,10,0,2,11,"October"
"7218",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,11,0,2,12,"November"
"7219",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0.25,12,0.25,2,13,"December"
"7220",722,"V. Crespo","Warnes","a800",0,1,1,0,0,0,0,73,0,2,8,"July (18-31)"
"7221",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0.25,4,0.25,3,4,"April"
"7222",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,5,0,3,5,"May"
"7223",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,6,0,3,6,"June"
"7224",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,7,0,3,7,"July (1-17)"
"7225",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,8,0,3,9,"August"
"7226",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,9,0,3,10,"September"
"7227",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,10,0,3,11,"October"
"7228",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,11,0,3,12,"November"
"7229",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0.25,12,0.25,3,13,"December"
"7230",723,"V. Crespo","Warnes","a900",0,0,2,0,0,1,0,73,0,3,8,"July (18-31)"
"7231",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,4,0,4,4,"April"
"7232",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,5,0,4,5,"May"
"7233",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,6,0,4,6,"June"
"7234",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"7235",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,8,0,4,9,"August"
"7236",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,9,0,4,10,"September"
"7237",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,10,0,4,11,"October"
"7238",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,11,0,4,12,"November"
"7239",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,12,0,4,13,"December"
"7240",724,"Once","Jean Jaures","a0-100",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"7241",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,4,0,3,4,"April"
"7242",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,5,0,3,5,"May"
"7243",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,6,0,3,6,"June"
"7244",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7245",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,8,0,3,9,"August"
"7246",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,9,0,3,10,"September"
"7247",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,10,0,3,11,"October"
"7248",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,11,0,3,12,"November"
"7249",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,12,0,3,13,"December"
"7250",725,"Once","Jean Jaures","a200",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7251",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,4,0,3,4,"April"
"7252",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,5,0,3,5,"May"
"7253",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,6,0,3,6,"June"
"7254",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7255",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,8,0,3,9,"August"
"7256",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,9,0,3,10,"September"
"7257",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,10,0,3,11,"October"
"7258",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,11,0,3,12,"November"
"7259",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,12,0,3,13,"December"
"7260",726,"Once","Jean Jaures","a300",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7261",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,4,0,3,4,"April"
"7262",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,5,0,3,5,"May"
"7263",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,6,0,3,6,"June"
"7264",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,7,0,3,7,"July (1-17)"
"7265",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,8,0,3,9,"August"
"7266",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,9,0,3,10,"September"
"7267",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,10,0,3,11,"October"
"7268",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,11,0,3,12,"November"
"7269",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,12,0,3,13,"December"
"7270",727,"Once","Jean Jaures","a400",0,0,2,1,1,0,0,73,0,3,8,"July (18-31)"
"7271",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,4,0,3,4,"April"
"7272",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,5,0,3,5,"May"
"7273",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,6,0,3,6,"June"
"7274",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7275",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,8,0,3,9,"August"
"7276",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,9,0,3,10,"September"
"7277",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,10,0,3,11,"October"
"7278",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,11,0,3,12,"November"
"7279",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,12,0,3,13,"December"
"7280",728,"Once","Jean Jaures","a500",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7281",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,4,0,2,4,"April"
"7282",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,5,0,2,5,"May"
"7283",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,6,0,2,6,"June"
"7284",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7285",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,8,0,2,9,"August"
"7286",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,9,0,2,10,"September"
"7287",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,10,0,2,11,"October"
"7288",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,11,0,2,12,"November"
"7289",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,12,0,2,13,"December"
"7290",729,"Once","Jean Jaures","a600",0,1,1,0,0,0,0,73,0,2,8,"July (18-31)"
"7291",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,4,0,1,4,"April"
"7292",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,5,0,1,5,"May"
"7293",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,1,6,1,1,6,"June"
"7294",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0.25,7,0.25,1,7,"July (1-17)"
"7295",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,8,0,1,9,"August"
"7296",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,9,0,1,10,"September"
"7297",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,10,0,1,11,"October"
"7298",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,11,0,1,12,"November"
"7299",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,12,0,1,13,"December"
"7300",730,"Once","Jean Jaures","a700",1,1,0,0,0,0,0,73,0,1,8,"July (18-31)"
"7301",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,4,0,2,4,"April"
"7302",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,5,0,2,5,"May"
"7303",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,6,0,2,6,"June"
"7304",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0.25,7,0.25,2,7,"July (1-17)"
"7305",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,8,0,2,9,"August"
"7306",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,9,0,2,10,"September"
"7307",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,10,0,2,11,"October"
"7308",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,11,0,2,12,"November"
"7309",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,12,0,2,13,"December"
"7310",731,"Once","Jean Jaures","a800",0,1,1,0,1,0,0,73,0,2,8,"July (18-31)"
"7311",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,4,0,3,4,"April"
"7312",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,5,0,3,5,"May"
"7313",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,6,0,3,6,"June"
"7314",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"7315",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,8,0,3,9,"August"
"7316",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,9,0,3,10,"September"
"7317",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,10,0,3,11,"October"
"7318",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,11,0,3,12,"November"
"7319",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,12,0,3,13,"December"
"7320",732,"Once","Jean Jaures","a900",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"7321",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,4,0,4,4,"April"
"7322",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,5,0,4,5,"May"
"7323",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0.25,6,0.25,4,6,"June"
"7324",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"7325",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,8,0,4,9,"August"
"7326",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,9,0,4,10,"September"
"7327",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,10,0,4,11,"October"
"7328",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,11,0,4,12,"November"
"7329",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0.25,12,0.25,4,13,"December"
"7330",733,"Once","Ecuador","a0-100",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"7331",734,"Once","Ecuador","a200",0,1,1,0,0,0,0,4,0,2,4,"April"
"7332",734,"Once","Ecuador","a200",0,1,1,0,0,0,0,5,0,2,5,"May"
"7333",734,"Once","Ecuador","a200",0,1,1,0,0,0,0,6,0,2,6,"June"
"7334",734,"Once","Ecuador","a200",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7335",734,"Once","Ecuador","a200",0,1,1,0,0,0,1,8,1,2,9,"August"
"7336",734,"Once","Ecuador","a200",0,1,1,0,0,0,0.25,9,0.25,2,10,"September"
"7337",734,"Once","Ecuador","a200",0,1,1,0,0,0,0,10,0,2,11,"October"
"7338",734,"Once","Ecuador","a200",0,1,1,0,0,0,0,11,0,2,12,"November"
"7339",734,"Once","Ecuador","a200",0,1,1,0,0,0,1,12,1,2,13,"December"
"7340",734,"Once","Ecuador","a200",0,1,1,0,0,0,1,73,1,2,8,"July (18-31)"
"7341",735,"Once","Ecuador","a300",0,1,1,0,0,1,0,4,0,2,4,"April"
"7342",735,"Once","Ecuador","a300",0,1,1,0,0,1,0,5,0,2,5,"May"
"7343",735,"Once","Ecuador","a300",0,1,1,0,0,1,0,6,0,2,6,"June"
"7344",735,"Once","Ecuador","a300",0,1,1,0,0,1,0,7,0,2,7,"July (1-17)"
"7345",735,"Once","Ecuador","a300",0,1,1,0,0,1,0,8,0,2,9,"August"
"7346",735,"Once","Ecuador","a300",0,1,1,0,0,1,1.25,9,1.25,2,10,"September"
"7347",735,"Once","Ecuador","a300",0,1,1,0,0,1,1,10,1,2,11,"October"
"7348",735,"Once","Ecuador","a300",0,1,1,0,0,1,1,11,1,2,12,"November"
"7349",735,"Once","Ecuador","a300",0,1,1,0,0,1,0,12,0,2,13,"December"
"7350",735,"Once","Ecuador","a300",0,1,1,0,0,1,1,73,1,2,8,"July (18-31)"
"7351",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,4,0,2,4,"April"
"7352",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,5,0,2,5,"May"
"7353",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,6,0,2,6,"June"
"7354",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7355",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,8,0,2,9,"August"
"7356",736,"Once","Ecuador","a400",0,1,1,0,0,0,1,9,1,2,10,"September"
"7357",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,10,0,2,11,"October"
"7358",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,11,0,2,12,"November"
"7359",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,12,0,2,13,"December"
"7360",736,"Once","Ecuador","a400",0,1,1,0,0,0,0,73,0,2,8,"July (18-31)"
"7361",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,4,0,1,4,"April"
"7362",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,5,0,1,5,"May"
"7363",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,6,0,1,6,"June"
"7364",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,7,0,1,7,"July (1-17)"
"7365",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,8,0,1,9,"August"
"7366",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,9,0,1,10,"September"
"7367",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,10,0,1,11,"October"
"7368",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,11,0,1,12,"November"
"7369",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,12,0,1,13,"December"
"7370",737,"Once","Ecuador","a500",1,1,0,0,0,0,0,73,0,1,8,"July (18-31)"
"7371",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,4,0,1,4,"April"
"7372",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,5,0,1,5,"May"
"7373",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,6,0,1,6,"June"
"7374",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,7,0,1,7,"July (1-17)"
"7375",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,8,0,1,9,"August"
"7376",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,9,0,1,10,"September"
"7377",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,10,0,1,11,"October"
"7378",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,11,0,1,12,"November"
"7379",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,12,0,1,13,"December"
"7380",738,"Once","Ecuador","a600",1,1,0,0,0,0,0,73,0,1,8,"July (18-31)"
"7381",739,"Once","Ecuador","a700",0,1,1,0,0,0,1,4,1,2,4,"April"
"7382",739,"Once","Ecuador","a700",0,1,1,0,0,0,0,5,0,2,5,"May"
"7383",739,"Once","Ecuador","a700",0,1,1,0,0,0,0,6,0,2,6,"June"
"7384",739,"Once","Ecuador","a700",0,1,1,0,0,0,0,7,0,2,7,"July (1-17)"
"7385",739,"Once","Ecuador","a700",0,1,1,0,0,0,0,8,0,2,9,"August"
